star_name,teff,teff_err,logg,logg_err,feh,feh_err,age,age_err,mass,mass_err,thick_disk,CI,CI_err,CI_gce,CI_gce_err,CH,CH_err,CH_gce,CH_gce_err,OI,OI_err,OI_gce,OI_gce_err,NaI,NaI_err,NaI_gce,NaI_gce_err,MgI,MgI_err,MgI_gce,MgI_gce_err,AlI,AlI_err,AlI_gce,AlI_gce_err,SiI,SiI_err,SiI_gce,SiI_gce_err,SI,SI_err,SI_gce,SI_gce_err,CaI,CaI_err,CaI_gce,CaI_gce_err,ScI,ScI_err,ScI_gce,ScI_gce_err,ScII,ScII_err,ScII_gce,ScII_gce_err,TiI,TiI_err,TiI_gce,TiI_gce_err,TiII,TiII_err,TiII_gce,TiII_gce_err,VI,VI_err,VI_gce,VI_gce_err,CrI,CrI_err,CrI_gce,CrI_gce_err,CrII,CrII_err,CrII_gce,CrII_gce_err,MnI,MnI_err,MnI_gce,MnI_gce_err,CoI,CoI_err,CoI_gce,CoI_gce_err,NiI,NiI_err,NiI_gce,NiI_gce_err,CuI,CuI_err,CuI_gce,CuI_gce_err,ZnI,ZnI_err,ZnI_gce,ZnI_gce_err,SrI,SrI_err,SrI_gce,SrI_gce_err,YII,YII_err,YII_gce,YII_gce_err,ZrII,ZrII_err,ZrII_gce,ZrII_gce_err,BaII,BaII_err,BaII_gce,BaII_gce_err,LaII,LaII_err,LaII_gce,LaII_gce_err,CeII,CeII_err,CeII_gce,CeII_gce_err,PrII,PrII_err,PrII_gce,PrII_gce_err,NdII,NdII_err,NdII_gce,NdII_gce_err,SmII,SmII_err,SmII_gce,SmII_gce_err,EuII,EuII_err,EuII_gce,EuII_gce_err,GdII,GdII_err,GdII_gce,GdII_gce_err,DyII,DyII_err,DyII_gce,DyII_gce_err
HIP114328,5775,4,4.36,0.012,-0.017,0.004,6.8,0.3,0.992,0.004,False,0.083,0.021,0.056449467,0.021249286,0.031,0.006,0.004449467,0.006821448,,,,,0.034,0.003,0.014130771,0.004644979,0.029,0.009,0.006149846,0.009205319,0.036000000000000004,0.002,0.004087555,0.003014016,0.024,0.004,0.00945084,0.004232636,0.07500000000000001,0.013,0.052505635,0.01347696,0.010000000000000002,0.005,0.012541601,0.005166951,0.046,0.004,0.032339202,0.004546123,0.022000000000000002,0.01,0.008339202,0.010230701,0.013000000000000001,0.005,0.004692625,0.005138438,0.015000000000000001,0.006,0.006692625,0.006115843,0.013000000000000001,0.005,0.009982527,0.005216141,0.0020000000000000018,0.005,0.005611228,0.005050722,0.024,0.01,0.027611228,0.010025457,0.006000000000000002,0.004,0.000637062,0.00480865,0.02,0.006,0.002966956,0.006450641,0.007000000000000001,0.003,-0.009293502,0.003648529,0.048,0.003,0.013764167,0.004885044,0.024,0.011,0.000605015,0.011451919,-0.05399999999999999,0.005,0.003781068,0.00852105,-0.061,0.009,-0.006190441,0.010522901,-0.063,0.012,-0.012649776,0.013117714,-0.043,0.006,0.029820031,0.007194953,-0.0019999999999999983,0.012,0.050210472,0.012931838,-0.0049999999999999975,0.015,0.045579646,0.015561491,0.051000000000000004,0.012,0.074730867,0.013255176,0.009000000000000001,0.015,0.05456709,0.015684671,-0.006999999999999999,0.011,0.010625914,0.011634166,0.07300000000000001,0.015,0.085911322,0.015477777,-0.013999999999999999,0.006,-0.00019878,0.006970422,0.061,0.013,0.077876579,0.0139983
HIP114615,5819,5,4.51,0.009,-0.063,0.004,1.1,0.7,1.027,0.005,False,-0.028999999999999998,0.012,0.010248614,0.012923445,-0.023999999999999994,0.006,0.015248614,0.007682151,0.038,0.009,0.067907021,0.010117627,-0.03899999999999999,0.015,-0.009628097,0.015889663,-0.0010000000000000009,0.012,0.032778488,0.01233565,-0.021000000000000005,0.012,0.026174919,0.012454335,-0.0050000000000000044,0.003,0.016507454,0.003631146,0.019000000000000003,0.028,0.05225254,0.028488531,0.019000000000000003,0.006,0.015242851,0.006301525,-0.0050000000000000044,0.013,0.015194224,0.013386527,-0.011999999999999997,0.009,0.008194224,0.009549822,0.015,0.007,0.027280467,0.007215753,0.0049999999999999975,0.006,0.017280467,0.006250368,-0.0030000000000000027,0.007,0.001460612,0.007336575,0.0020000000000000018,0.007,-0.003338337,0.007079126,0.017,0.007,0.011661663,0.007079126,-0.036000000000000004,0.005,-0.028072178,0.00636913,-0.022999999999999993,0.007,0.002179283,0.007826938,-0.041999999999999996,0.005,-0.017913954,0.005867052,-0.056999999999999995,0.033,-0.006390508,0.033488519,-0.026999999999999996,0.014,0.00758389,0.014770666,0.058,0.006,-0.027415491,0.011833692,0.047,0.008,-0.034022826,0.011356531,0.073,0.009,-0.001430766,0.011931042,0.124,0.01,0.016352998,0.011595503,0.16799999999999998,0.004,0.090819302,0.008171216,0.132,0.013,0.057230089,0.014370073,0.139,0.023,0.103919588,0.024459598,0.14800000000000002,0.011,0.080639953,0.012919359,0.062,0.024,0.035944301,0.024644812,0.101,0.009,0.081913699,0.010621714,0.048,0.011,0.027598197,0.012186277,0.10300000000000001,0.026,0.078052014,0.027109
HIP115577,5694,4,4.26,0.01,0.013,0.003,8.8,0.3,1.019,0.002,True,0.12000000000000001,0.009,0.070362047,0.010854159,0.038,0.004,-0.011637953,0.007267239,0.12799999999999997,0.009,0.090176415,0.010731967,0.046,0.01,0.008853181,0.011998166,0.152,0.012,0.109280147,0.012532557,0.172,0.01,0.112337603,0.010852234,0.07100000000000001,0.002,0.043799396,0.003270197,0.098,0.015,0.055945318,0.016405485,0.05500000000000001,0.004,0.059751689,0.00468325,0.074,0.013,0.048460247,0.013612982,0.11,0.008,0.084460247,0.008961767,0.111,0.005,0.095468822,0.005468616,0.112,0.006,0.096468822,0.006395761,0.07,0.005,0.064358638,0.005719967,0.01,0.005,0.016751426,0.005175119,0.016,0.007,0.022751426,0.007126139,-0.04,0.005,-0.050026363,0.007063797,0.057999999999999996,0.004,0.026155613,0.005967509,0.017,0.004,-0.013461764,0.005574118,0.10200000000000001,0.021,0.037993878,0.022202535,0.125,0.015,0.081261551,0.016138916,-0.072,0.005,0.036025474,0.013834884,-0.08499999999999999,0.008,0.017470045,0.012958378,-0.06,0.011,0.034133027,0.014802965,-0.052,0.004,0.084141797,0.008432746,-0.020999999999999998,0.02,0.076610882,0.021936355,-0.0009999999999999992,0.014,0.093561946,0.015999342,0.117,0.008,0.161366403,0.013221162,0.027000000000000003,0.006,0.112190647,0.01046097,0.053000000000000005,0.006,0.085952796,0.009282809,0.089,0.007,0.113138558,0.009994837,0.092,0.005,0.117802281,0.008306279,0.07200000000000001,0.012,0.103551865,0.015433924
HIP116906,5790,3,4.37,0.009,-0.005,0.003,6.7,0.3,1.01,0.001,False,0.02,0.008,-0.005396162,0.008581155,-0.005,0.011,-0.030396162,0.01142962,0.053,0.012,0.033648398,0.012367125,0.028,0.01,0.008994651,0.010559643,0.062,0.007,0.040143331,0.007240161,0.056999999999999995,0.012,0.026475053,0.012192284,0.029,0.002,0.015083412,0.002398393,-0.003,0.01,-0.024516349,0.010561922,0.02,0.004,0.022431096,0.00418963,0.04,0.009,0.026933149,0.009234187,0.048999999999999995,0.007,0.035933149,0.007298645,0.033,0.004,0.025053816,0.004157421,0.038,0.005,0.030053816,0.005126807,0.024,0.004,0.021113722,0.004245032,0.006,0.004,0.009454218,0.004057884,0.018,0.009,0.021454218,0.009025875,-0.012,0.004,-0.017129767,0.004745227,0.039,0.005,0.022707523,0.005489397,0.01,0.003,-0.005585089,0.003597913,0.057999999999999996,0.003,0.025252682,0.004753868,0.022000000000000002,0.005,-0.000377811,0.005855196,-0.047,0.004,0.008268847,0.007717411,-0.06899999999999999,0.007,-0.016573466,0.008729393,-0.045000000000000005,0.008,0.003161084,0.009470282,-0.030999999999999996,0.006,0.038653943,0.007101132,0.032,0.022,0.081940451,0.022477903,0.033,0.015,0.081380531,0.015514518,0.10600000000000001,0.009,0.12869909,0.010488237,0.065,0.017,0.108585912,0.017556246,0.076,0.021,0.09285957,0.021310392,0.056999999999999995,0.006,0.06934996,0.007023026,0.051,0.005,0.064201167,0.006042854,0.131,0.018,0.147142815,0.01867243
HIP117367,5867,3,4.35,0.01,0.024,0.003,5.7,0.3,1.04,0.001,False,0.025,0.004,0.011147548,0.004343613,0.005000000000000001,0.008,-0.008852452,0.008177223,0.039,0.012,0.028444581,0.01211039,0.042,0.011,0.031633446,0.011154519,0.032,0.007,0.020078181,0.007072305,0.024,0.013,0.007350029,0.013053122,0.022,0.004,0.014409134,0.004064645,0.013999999999999999,0.018,0.00226381,0.018095237,0.0010000000000000009,0.004,0.002326053,0.004057345,0.013999999999999999,0.006,0.006872627,0.006104955,0.034,0.008,0.026872627,0.008079015,0.0019999999999999983,0.005,-0.002334282,0.005038061,0.011999999999999997,0.005,0.007665718,0.005038061,0.002999999999999999,0.005,0.001425666,0.005059751,-0.006000000000000002,0.004,-0.004115881,0.004017309,0.004,0.007,0.005884119,0.007009905,0.002999999999999999,0.003,0.000201945,0.003307415,0.026000000000000002,0.005,0.017113194,0.005150468,0.012999999999999998,0.003,0.004499043,0.003189626,0.041,0.01,0.023137827,0.010200297,0.019999999999999997,0.004,0.007793921,0.00433151,-0.045,0.004,-0.014853356,0.005381406,-0.053000000000000005,0.007,-0.024403709,0.007556007,-0.046,0.007,-0.019730318,0.0075261,-0.031,0.008,0.00699306,0.008263901,-0.013000000000000001,0.012,0.014240246,0.012260674,-0.015000000000000001,0.011,0.01138938,0.011210315,0.07600000000000001,0.01,0.088381322,0.010422525,0.005000000000000001,0.006,0.028774134,0.006459015,-0.0010000000000000009,0.011,0.008196129,0.011176192,0.07300000000000001,0.011,0.079736342,0.011178723,0.0010000000000000009,0.005,0.008200636,0.005331629,0.033,0.008,0.041805172,0.008446109
HIP118115,5798,4,4.275,0.011,-0.036,0.003,8.0,0.3,1.013,0.005,False,0.018,0.006,-0.022402985,0.007771049,-0.015,0.007,-0.055402985,0.00856675,0.075,0.006,0.044213361,0.007657787,-0.052,0.01,-0.082235783,0.011363174,0.048,0.006,0.013228027,0.006682501,0.052,0.008,0.003437584,0.008704806,0.012999999999999998,0.003,-0.009140026,0.003665383,0.006999999999999996,0.012,-0.027230556,0.013162203,0.030999999999999996,0.005,0.034867653,0.005378719,0.018,0.012,-0.002788171,0.012442181,0.049999999999999996,0.014,0.029211829,0.014380816,0.037,0.005,0.024358343,0.005315088,0.039999999999999994,0.006,0.027358343,0.006264995,-0.0020000000000000018,0.006,-0.006591806,0.006411969,-0.010000000000000002,0.004,-0.004504653,0.004144939,0.000999999999999994,0.007,0.006495347,0.007083821,-0.066,0.005,-0.074160993,0.006441655,-0.014000000000000005,0.005,-0.03991985,0.00616383,-0.03300000000000001,0.004,-0.057794459,0.005097519,0.001999999999999995,0.007,-0.050098006,0.009133435,-0.008,0.01,-0.043601063,0.011112876,-0.11299999999999999,0.005,-0.025072288,0.011629533,-0.11099999999999999,0.006,-0.02759415,0.010239571,-0.07400000000000001,0.006,0.002619906,0.010050455,-0.026000000000000002,0.006,0.084813091,0.008515415,-0.006000000000000005,0.007,0.073450718,0.010138989,0.012999999999999998,0.014,0.089969026,0.015353738,0.08399999999999999,0.011,0.120112189,0.013942979,0.059,0.006,0.128341224,0.00920055,0.040999999999999995,0.022,0.067822043,0.022742889,0.10500000000000001,0.007,0.124647663,0.009095061,0.030999999999999996,0.005,0.052001856,0.007358471,0.053,0.007,0.078681751,0.010555254
HIP11915,5769,4,4.48,0.011,-0.067,0.004,3.4,0.6,0.993,0.007,False,-0.031,0.005,-0.018301919,0.005235366,-0.039999999999999994,0.004,-0.027301919,0.004290578,0.015000000000000006,0.009,0.024675801,0.009123401,-0.040999999999999995,0.012,-0.031497325,0.012119262,-0.0049999999999999906,0.008,0.005928334,0.008053259,-0.03,0.002,-0.014737526,0.002272212,-0.011999999999999997,0.003,-0.005041706,0.003072145,0.011000000000000003,0.025,0.021758175,0.025057704,0.016000000000000007,0.004,0.014784452,0.00404824,-0.012999999999999998,0.007,-0.006466575,0.007075843,-0.03599999999999999,0.006,-0.029466575,0.006088313,0.008000000000000007,0.005,0.011973092,0.005032001,-0.009999999999999995,0.006,-0.006026908,0.006026694,-0.008999999999999994,0.005,-0.007556861,0.005050255,0.006000000000000005,0.005,0.004272891,0.005011647,0.006000000000000005,0.006,0.004272891,0.006009709,-0.026999999999999996,0.005,-0.024435117,0.005160358,-0.034,0.006,-0.025853761,0.006106011,-0.03699999999999999,0.004,-0.029207456,0.004121437,-0.05299999999999999,0.022,-0.036626341,0.022077133,-0.05099999999999999,0.016,-0.039811094,0.016072362,0.05600000000000001,0.005,0.028365576,0.005990794,0.038000000000000006,0.01,0.011786733,0.010334436,0.069,0.009,0.044919458,0.00934995,0.081,0.006,0.046173029,0.006293371,0.10200000000000001,0.022,0.077029774,0.022120444,0.10600000000000001,0.012,0.081809735,0.012162445,0.14200000000000002,0.011,0.130650455,0.011324786,0.119,0.007,0.097207044,0.007335219,0.08800000000000001,0.027,0.079570215,0.027060732,0.131,0.009,0.12482502,0.009183176,0.045000000000000005,0.007,0.038399417,0.007202709,0.07100000000000001,0.006,0.062928593,0.006493452
HIP14501,5738,4,4.305,0.012,-0.153,0.003,8.8,0.3,0.979,0.003,True,0.16,0.011,0.110362047,0.012562355,0.022999999999999993,0.004,-0.026637953,0.007267239,0.197,0.017,0.159176415,0.017977072,0.061,0.011,0.023853181,0.012843519,0.172,0.01,0.129280147,0.010633203,0.187,0.008,0.127337603,0.009042731,0.096,0.003,0.068799396,0.003961589,0.118,0.012,0.075945318,0.013716411,0.076,0.004,0.080751689,0.00468325,0.099,0.02,0.073460247,0.020403756,0.132,0.009,0.106460247,0.009864749,0.13999999999999999,0.005,0.124468822,0.005468616,0.13999999999999999,0.006,0.124468822,0.006395761,0.082,0.005,0.076358638,0.005719967,-0.0010000000000000009,0.004,0.005751426,0.004216854,0.01100000000000001,0.008,0.017751426,0.008110602,-0.07800000000000001,0.005,-0.088026363,0.007063797,0.08,0.004,0.048155613,0.005967509,0.013999999999999985,0.003,-0.016461764,0.004906199,0.09,0.012,0.025993878,0.013998306,0.11199999999999999,0.004,0.068261551,0.007173883,-0.056999999999999995,0.005,0.051025474,0.013834884,-0.07500000000000001,0.007,0.027470045,0.012366065,-0.031,0.011,0.063133027,0.014802965,-0.04300000000000001,0.007,0.093141797,0.01020349,0.035,0.008,0.132610882,0.012050049,0.027999999999999997,0.016,0.122561946,0.017775796,0.134,0.014,0.178366403,0.017515682,0.075,0.007,0.160190647,0.011064895,0.104,0.014,0.136952796,0.015689823,0.146,0.008,0.170138558,0.010718991,0.121,0.006,0.146802281,0.008943952,0.136,0.008,0.167551865,0.012577997
HIP14614,5803,4,4.45,0.013,-0.109,0.004,4.6,0.5,0.986,0.006,False,-0.03199999999999999,0.02,-0.033154371,0.020000498,-0.053000000000000005,0.005,-0.054154371,0.005001991,0.027999999999999997,0.005,0.027120382,0.005001848,-0.022000000000000006,0.014,-0.02286388,0.014000849,0.012999999999999998,0.009,0.012006515,0.009000393,-0.007000000000000006,0.004,-0.008387498,0.004001201,0.006000000000000005,0.004,0.005367428,0.004000453,0.0030000000000000027,0.014,0.002021984,0.014000853,0.021000000000000005,0.005,0.021110504,0.005000321,0.009999999999999995,0.006,0.009406052,0.006000735,0.007000000000000006,0.009,0.006406052,0.00900049,0.022000000000000006,0.005,0.02163881,0.005000265,0.012999999999999998,0.006,0.01263881,0.006000221,-0.006000000000000005,0.005,-0.006131194,0.005000417,-0.012999999999999998,0.004,-0.01284299,0.00400012,0.0030000000000000027,0.008,0.00315701,0.00800006,-0.03199999999999999,0.006,-0.032233171,0.006001122,-0.015,0.005,-0.015740567,0.005001061,-0.02500000000000001,0.004,-0.025708413,0.004001019,-0.03199999999999999,0.02,-0.033488514,0.020000702,-0.03699999999999999,0.009,-0.038017173,0.009001066,0.019000000000000003,0.005,0.02151222,0.005008992,0.018000000000000002,0.008,0.020383024,0.008003512,0.041999999999999996,0.008,0.04418914,0.008003316,0.055,0.007,0.058166088,0.007002129,0.081,0.018,0.083270021,0.01800122,0.09,0.013,0.092199115,0.013001248,0.175,0.012,0.176031777,0.012002497,0.119,0.009,0.120981178,0.009002206,0.077,0.018,0.077766344,0.018000754,0.149,0.021,0.149561362,0.021000655,0.081,0.007,0.081600053,0.007001699,0.121,0.006,0.121733764,0.006004244
HIP15527,5779,4,4.335,0.011,-0.064,0.003,7.7,0.3,0.986,0.005,False,0.011000000000000003,0.01,-0.025939872,0.010972118,-0.03,0.005,-0.066939872,0.006737016,0.045,0.01,0.016852216,0.010905348,-0.069,0.01,-0.096644144,0.011150937,0.025,0.007,-0.006791518,0.007499037,0.028000000000000004,0.004,-0.016399923,0.005083483,-0.0040000000000000036,0.002,-0.02424231,0.002776207,0.0020000000000000018,0.015,-0.029296508,0.015793836,0.020000000000000004,0.005,0.02353614,0.005318428,-0.018000000000000002,0.01,-0.037006328,0.010441959,-0.0040000000000000036,0.007,-0.023006328,0.007618038,0.020000000000000004,0.004,0.008441914,0.0043263,0.021000000000000005,0.005,0.009441914,0.005264682,-0.008999999999999994,0.005,-0.013198223,0.005410577,-0.008999999999999994,0.005,-0.003975683,0.005097727,0.0040000000000000036,0.009,0.009024317,0.009054657,-0.049,0.005,-0.056461479,0.006228034,-0.035,0.004,-0.058698148,0.005182752,-0.041999999999999996,0.004,-0.06466922,0.004934207,-0.040999999999999995,0.012,-0.088632463,0.013144276,-0.035,0.012,-0.067549544,0.012792215,-0.125,0.005,-0.044608949,0.010823894,-0.121,0.006,-0.044743223,0.009672228,-0.08399999999999999,0.007,-0.013947515,0.010165846,-0.034,0.008,0.067314826,0.009722206,-0.024999999999999994,0.016,0.047640657,0.017348534,-0.011999999999999997,0.012,0.058371681,0.013312292,0.041,0.008,0.074016858,0.011196516,0.021000000000000005,0.011,0.084397691,0.012714855,0.008,0.013,0.032523011,0.014028011,0.037000000000000005,0.012,0.054963578,0.013122015,0.024,0.006,0.043201697,0.007769466,0.012000000000000004,0.019,0.035480458,0.020326645
HIP18844,5734,3,4.365,0.01,0.014,0.003,6.9,0.3,0.997,0.004,False,0.068,0.021,0.040295096,0.021271293,0.006,0.007,-0.021704904,0.007776111,0.05,0.008,0.028889162,0.008639804,0.032,0.008,0.011266892,0.008814372,0.073,0.015,0.049156361,0.015135059,0.074,0.003,0.040700057,0.003812612,0.028000000000000004,0.002,0.012818268,0.002466855,0.037,0.015,0.013527619,0.015451552,0.017,0.008,0.019652105,0.00811469,0.032,0.009,0.017745254,0.009278034,0.043000000000000003,0.008,0.028745254,0.008311553,0.033,0.004,0.024331435,0.004186674,0.034,0.006,0.025331435,0.00612603,0.027000000000000003,0.005,0.023851333,0.005234913,0.003999999999999998,0.004,0.007768238,0.004068794,0.002,0.005,0.005768238,0.005055204,-0.005000000000000001,0.004,-0.010596109,0.00487401,0.033,0.004,0.015226389,0.004702049,0.013,0.004,-0.004001915,0.004549159,0.059,0.012,0.023275653,0.012656392,0.047,0.009,0.022587842,0.009594161,-0.08499999999999999,0.004,-0.024706712,0.008236391,-0.077,0.008,-0.019807417,0.009816975,-0.068,0.008,-0.015460636,0.009724646,-0.049,0.007,0.026986119,0.008134386,-0.031,0.025,0.023480492,0.025500913,-0.031,0.012,0.021778761,0.012754788,0.105,0.009,0.129762644,0.010747842,-0.024,0.011,0.023548268,0.011994811,-0.003000000000000001,0.02,0.015392258,0.020386984,0.002,0.005,0.015472683,0.006391819,0.007000000000000001,0.005,0.021401273,0.006221341,-0.032,0.015,-0.014389657,0.015948261
HIP1954,5720,2,4.46,0.008,-0.09,0.003,4.4,0.5,0.97,0.002,False,-0.04000000000000001,0.013,-0.038845629,0.013000766,-0.047000000000000014,0.005,-0.045845629,0.005001991,0.024999999999999994,0.008,0.025879618,0.008001155,-0.011999999999999997,0.01,-0.011136121,0.010001189,0.013999999999999999,0.009,0.014993485,0.009000393,-0.008000000000000007,0.007,-0.006612502,0.007000686,0.0040000000000000036,0.003,0.004632572,0.003000603,0.0040000000000000036,0.003,0.004978016,0.003003976,0.025999999999999995,0.003,0.025889496,0.003000535,-0.006000000000000005,0.008,-0.005406052,0.008000551,-0.009000000000000008,0.006,-0.008406052,0.006000735,0.027999999999999997,0.003,0.02836119,0.003000442,0.0040000000000000036,0.005,0.00436119,0.005000265,0.0040000000000000036,0.003,0.004131194,0.003000696,0.007999999999999993,0.005,0.00784299,0.005000096,0.0049999999999999906,0.008,0.00484299,0.00800006,-0.017,0.003,-0.016766829,0.003002243,-0.018000000000000002,0.003,-0.017259433,0.003001767,-0.027999999999999997,0.003,-0.027291587,0.003001358,-0.019000000000000003,0.01,-0.017511486,0.010001405,-0.032,0.006,-0.030982827,0.006001598,0.040999999999999995,0.004,0.03848778,0.004011234,0.033999999999999996,0.007,0.031616976,0.007004013,0.048999999999999995,0.013,0.04681086,0.013002041,0.052,0.007,0.048833912,0.007002129,0.108,0.034,0.105729979,0.034000646,0.078,0.011,0.075800885,0.011001474,0.184,0.011,0.182968223,0.011002723,0.089,0.012,0.087018822,0.012001655,0.033999999999999996,0.012,0.033233656,0.012001131,0.025999999999999995,0.006,0.025438638,0.006002293,0.048999999999999995,0.005,0.048399947,0.005002379,0.049999999999999996,0.004,0.049266236,0.004006364
HIP22263,5870,7,4.535,0.013,0.037,0.006,0.7,0.3,1.052,0.004,False,-0.15,0.008,-0.106133902,0.009630649,-0.11599999999999999,0.017,-0.072133902,0.017825526,-0.044,0.011,-0.010574506,0.012152756,-0.08099999999999999,0.013,-0.048172579,0.014259312,-0.040999999999999995,0.015,-0.003247572,0.015336338,-0.068,0.013,-0.015275091,0.013523257,-0.036,0.003,-0.011962257,0.00377199,-0.123,0.013,-0.085835397,0.014264348,0.027000000000000003,0.008,0.022800833,0.008284523,-0.024,0.013,-0.001429985,0.0134811,-0.045,0.008,-0.022429985,0.00876014,0.006999999999999999,0.008,0.020725227,0.008235971,-0.011999999999999997,0.006,0.001725227,0.006311198,-0.007999999999999997,0.01,-0.00301461,0.010296965,0.009000000000000001,0.007,0.003033624,0.007098702,0.011000000000000003,0.011,0.005033624,0.011063072,-0.043,0.006,-0.034139493,0.007446059,-0.065,0.006,-0.036858449,0.00716349,-0.064,0.006,-0.037080302,0.006911564,-0.10400000000000001,0.034,-0.047436451,0.034591516,-0.091,0.016,-0.052347417,0.016843293,0.125,0.008,0.029535627,0.013926784,0.11299999999999999,0.012,0.022445077,0.015005242,0.10999999999999999,0.008,0.026812674,0.011858927,0.213,0.008,0.092688644,0.010346004,0.128,0.039,0.04173922,0.039804737,0.153,0.013,0.069433629,0.014691539,0.132,0.01,0.092792481,0.013657598,0.159,0.012,0.083715242,0.0141897,0.07,0.028,0.040878924,0.028691137,0.068,0.012,0.046668251,0.013555386,0.012000000000000004,0.012,-0.010802015,0.01335507,0.07700000000000001,0.084,0.049116957,0.084436789
HIP25670,5760,3,4.42,0.01,0.054,0.003,4.9,0.5,1.01,0.002,False,-0.08,0.023,-0.084617484,0.023006924,-0.059,0.003,-0.063617484,0.00305263,-0.0010000000000000009,0.006,-0.004518473,0.006024594,-0.013999999999999999,0.011,-0.017455518,0.011017276,0.012000000000000004,0.011,0.00802606,0.011005138,-0.0010000000000000009,0.014,-0.00654999,0.014005491,-0.0049999999999999975,0.004,-0.007530289,0.004007234,-0.032,0.009,-0.035912063,0.009021195,0.006999999999999999,0.004,0.007442018,0.004006412,-0.015,0.013,-0.017375791,0.013005428,-0.0010000000000000009,0.006,-0.003375791,0.006011752,0.008,0.004,0.006555239,0.004005303,0.0010000000000000009,0.005,-0.000444761,0.005004243,0.0040000000000000036,0.004,0.003475222,0.00400834,0.005999999999999998,0.004,0.00662804,0.004001927,0.006999999999999999,0.006,0.00762804,0.006001285,0.0010000000000000009,0.004,6.73e-05,0.00402684,-0.006999999999999999,0.005,-0.009962269,0.005016941,0.0,0.003,-0.002833652,0.003021657,-0.009000000000000001,0.003,-0.014954058,0.003074014,-0.028999999999999998,0.008,-0.033068693,0.008019157,0.052,0.005,0.062048881,0.005141979,0.023,0.007,0.032532097,0.00706394,0.026000000000000002,0.007,0.034756561,0.007060392,0.0040000000000000036,0.01,0.016664353,0.010023816,-0.010000000000000002,0.01,-0.000919918,0.010035073,0.0040000000000000036,0.015,0.01279646,0.015017291,0.060000000000000005,0.009,0.064127107,0.009053109,0.019999999999999997,0.011,0.027924711,0.011028845,0.0040000000000000036,0.005,0.007065376,0.005043227,0.042,0.01,0.044245447,0.010021997,0.023,0.005,0.025400212,0.005037926,0.013000000000000005,0.009,0.015935057,0.009045175
HIP28066,5742,4,4.3,0.011,-0.147,0.003,8.7,0.3,0.989,0.003,True,0.152,0.007,0.103516418,0.00917172,0.016999999999999987,0.004,-0.031483582,0.007149857,0.197,0.007,0.160056033,0.009033496,0.071,0.011,0.034717061,0.012764611,0.193,0.017,0.151273632,0.01736273,0.214,0.003,0.1557251,0.005094511,0.10899999999999999,0.002,0.082431968,0.003222802,0.094,0.017,0.052923333,0.01819645,0.091,0.004,0.095641184,0.004654041,0.127,0.021,0.102054194,0.021367343,0.152,0.01,0.127054194,0.010750039,0.16299999999999998,0.005,0.147830012,0.005447957,0.155,0.006,0.139830012,0.006378106,0.10099999999999999,0.005,0.095489833,0.005688868,0.0020000000000000018,0.005,0.008594416,0.005167199,0.0010000000000000009,0.007,0.007594416,0.00712039,-0.08400000000000002,0.005,-0.093793192,0.006982312,0.09799999999999999,0.004,0.06689618,0.005891488,0.022999999999999993,0.003,-0.006753351,0.004835077,0.096,0.011,0.033482393,0.013060025,0.123,0.006,0.080278724,0.00835669,-0.05400000000000002,0.005,0.051513254,0.0135556,-0.07600000000000001,0.007,0.02408702,0.012171372,-0.02100000000000002,0.007,0.070943887,0.011942226,-0.036000000000000004,0.011,0.096975709,0.013174889,0.03399999999999999,0.03,0.129340862,0.031264528,0.03199999999999999,0.016,0.124362831,0.017698069,0.184,0.009,0.227334627,0.013664026,0.07799999999999999,0.006,0.161209469,0.010298358,0.10999999999999999,0.006,0.142186452,0.009157738,0.16999999999999998,0.008,0.193577196,0.010609289,0.154,0.005,0.179202228,0.008183631,0.141,0.006,0.171818101,0.011219416
